省份：安徽----------------------------------------------------------------------------------------------------
省份：安徽       | 城市：安庆       | 区县：宿松县          | 代售点：宿松县汇口镇代售点                                           | 代售点地址：安徽省宿松县汇口镇德化路64号                                                     | 营业时间：0730 -1830  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：房山区          | 代售点：北京东方蓝天科技发展有限公司                                 | 代售点地址：北京市房山区良乡中路159号                                                        | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：房山区          | 代售点：北京阳光汇点数码科技有限公司                                 | 代售点地址：房山区良乡拱辰南大街42号楼                                                       | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：房山区          | 代售点：中国铁道旅行社房山良乡拱辰大街门市部                         | 代售点地址：北京市房山区良乡拱辰大街88号                                                     | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：房山区          | 代售点：中国铁道旅行社房山城关门市部                                 | 代售点地址：北京市房山区城关街道北关村16号                                                   | 营业时间：0800 -2200  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：房山区          | 代售点：北京华港票务有限公司                                         | 代售点地址：房山区良乡政通路行宫小区二里9号楼7号                                             | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：房山区          | 代售点：中国铁道旅行社房山良乡安庄村商业街门市部                     | 代售点地址：西城区百万庄大街2号丁楼1号                                                       | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：房山区          | 代售点：中国铁道旅行社房山长阳门市部                                 | 代售点地址：房山区长阳镇昊天北大街48号加州水郡东区商业中心A101                               | 营业时间：0830 -1930  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：房山区          | 代售点：北京新华国际旅游有限公司                                     | 代售点地址：北京亦庄经济开发区科创五街38号?北京城乡世纪广场                                  | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：房山区          | 代售点：北京京站国运商业经营管理总公司鲁谷代售处                     | 代售点地址：北京市房山长阳镇昊天北大街48号加州水郡东区商业中心A101                           | 营业时间：0800 -1730  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：五里店代售处                                                 | 代售点地址：丰台区五里店北里621号                                                            | 营业时间：0800 -1730  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：南苑北里代售处                                               | 代售点地址：丰台区南苑北里6号楼肯德基西侧                                                    | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：怡海代售处                                                   | 代售点地址：北京市丰台区南四环怡海花园129号                                                  | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：章丘大厦代售处                                               | 代售点地址：丰台区南峰窝水口子33号章丘大厦                                                   | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京西站科贸集团                                             | 代售点地址：丰台区东大街8号                                                                  | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：太平桥代售处                                                 | 代售点地址：丰台区太平桥马连道批发市场西长廊8号                                              | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：和义东里代售处                                               | 代售点地址：丰台区和义东里4区24号楼103                                                       | 营业时间：0800 -1730  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京辰宇运输有限公司                                         | 代售点地址：丰台区石榴庄南里5号院                                                            | 营业时间：0800 -2000  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京双铁物流中心六里桥代售处                                 | 代售点地址：丰台区西三环南路10号                                                             | 营业时间：0800 -2000  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京京铁西实业开发有限公司                                   | 代售点地址：丰台区三环新城时尚街7号                                                          | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京京铁丰逸成泰物流服务中心                                 | 代售点地址：北京市丰台区正阳大街5号                                                          | 营业时间：0830 -1730  | 窗口数量：3 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台晓月中路门市部                             | 代售点地址：丰台区晓月中路15号                                                               | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京市宏伟工贸集团                                           | 代售点地址：丰台方庄方群园二区20楼乙座                                                       | 营业时间：0800 -2000  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：骏景园代售处                                                 | 代售点地址：丰台区骏景园北区1号大门口航空售票                                                | 营业时间：0800 -1730  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京众望通达农业发展有限公司                                 | 代售点地址：北京市怀柔区迎宾中路42号1层                                                      | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京四达电气工程处                                           | 代售点地址：丰台区角门北路11号院东门卫                                                       | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：豫东宾馆代售处                                               | 代售点地址：丰台区太平桥东局甲8号（豫东宾馆）                                                | 营业时间：0800 -1730  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京中铁悦朗科贸有限公司                                     | 代售点地址：丰台区西四环中路130号                                                            | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京双铁物流中心大红门代售处                                 | 代售点地址：丰台区南四环中路130号                                                            | 营业时间：0800 -2000  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：岳各庄代售处                                                 | 代售点地址：丰台区西四环中路岳各庄北桥302医院南门                                            | 营业时间：0800 -1730  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京华成荣商贸有限公司                                       | 代售点地址：北京市丰台区大红门北里7号                                                        | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京市平安达航空服务中心                                     | 代售点地址：丰台区东高地万源北路9号                                                          | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台看丹路门市部                               | 代售点地址：丰台区丰台镇桥南看丹路30号                                                       | 营业时间：0830 -1930  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京冠人昌盛科技有限公司                                     | 代售点地址：丰台区木樨园南三环中路66号                                                       | 营业时间：0830 -2100  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京承古雅风文化传播有限公司                                 | 代售点地址：北京市丰台区蒲黄榆安乐林路1号                                                    | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京隆鑫闽商贸有限公司                                       | 代售点地址：丰台区韩庄子二里21号楼二层                                                       | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京赛若弗信息咨询有限责任公司                               | 代售点地址：丰台区太平桥路15号                                                               | 营业时间：0830 -1930  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京市京州客货运输服务中心                                   | 代售点地址：北京市丰台区成寿寺路103号                                                        | 营业时间：0800 -2000  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：万润风景代售处                                               | 代售点地址：丰台区万泉寺256号万润风景5号楼7号底商                                            | 营业时间：0800 -1730  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台槐房西路门市部                             | 代售点地址：丰台区槐房西路聊城五金城F5号                                                     | 营业时间：0800 -2000  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京双铁物流中心南苑代售处                                   | 代售点地址：丰台区南苑镇北马路中路46号                                                       | 营业时间：0800 -2000  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京世纪之旅旅行社有限公司                                   | 代售点地址：北京市丰台区太平桥东纸库1号西7号                                                 | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：亿途商务服务（北京）有限公司                                 | 代售点地址：北京市丰台区南苑五爱屯西街80号                                                   | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京富雪丽科技发展中心                                       | 代售点地址：丰台区永定门外大红门西路四号                                                     | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社北京丰台南路门市部                             | 代售点地址：丰台区西局南街甲1号东丰宾馆                                                      | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台角门西里门市部                             | 代售点地址：丰台区角门西里27号楼3单元101室                                                   | 营业时间：0830 -2000  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京双铁物流中心李营代售处                                   | 代售点地址：北京市朝阳区王四营路百子湾站                                                     | 营业时间：0800 -2000  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台团河路门市部                               | 代售点地址：北京市丰台区团河路北西口1号101                                                   | 营业时间：0830 -1930  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京金世纪航空服务有限责任公司                               | 代售点地址：丰台区马家堡东路洋桥71号                                                         | 营业时间：0800 -2000  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京世纪顺通票务服务中心                                     | 代售点地址：丰台区云岗南区西里53号楼三院                                                     | 营业时间：0730 -1930  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京夏之梦航空服务有限公司                                   | 代售点地址：北京市丰台区木樨园海户屯166号                                                    | 营业时间：0800 -1830  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台靛厂路门市部                               | 代售点地址：北京市丰台区靛厂路26号院12楼底商                                                 | 营业时间：0830 -1930  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台万源西里门市部                             | 代售点地址：北京市丰台区东高地万源西里28栋                                                   | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社三台镇营业部                                   | 代售点地址：丰台区科学城中核路1号楼一层                                                      | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京宜路行售票中心                                           | 代售点地址：丰台区成寿寺路四方景园四区三号楼24底商                                           | 营业时间：0730 -2100  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：日升昌酒店代售处                                             | 代售点地址：丰台区右安门外大街八号日升昌酒店商务中心                                         | 营业时间：0800 -1730  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京美伊房地产经纪有限公司青塔分公司                         | 代售点地址：丰台区青塔西路14号                                                               | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京铁道旅行社丰台正阳大街门市部                             | 代售点地址：北京市丰台区正阳大街5号2区-36号                                                  | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社南苑营业部                                     | 代售点地址：丰台区南苑路新世纪服装大厦一层                                                   | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京昌运票务代售有限责任公司                                 | 代售点地址：北京市丰台区南苑东路166号一层                                                    | 营业时间：0800 -2130  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京二七长辆物业管理有限公司                                 | 代售点地址：丰台区长辛店张郭庄南口5号楼                                                      | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京中首精滤科贸有限公司                                     | 代售点地址：北京市丰台区怡海路2号5幢一层2号                                                  | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：学院路达顺平火车售票处                                       | 代售点地址：北京市丰台区马家堡中路7号川岩大厦                                                | 营业时间：0800 -2000  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社北京崔各庄营业部                               | 代售点地址：朝阳区崔各庄乡京旺家园9号                                                        | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰管路营业部                                   | 代售点地址：丰台区丰管路8号申晨大酒店一层                                                    | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台东管头门市部                               | 代售点地址：北京丰台区东管头44号亿客隆超市商铺                                               | 营业时间：0830 -1930  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京奥斯顿航空服务有限责任公司                               | 代售点地址：丰台区南苑路25号会客楼酒店                                                       | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社六里桥北营业部                                 | 代售点地址：丰台区六里桥北3号院1号楼1103                                                     | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社南四环西路营业部                               | 代售点地址：丰台区总部基地8区3号楼一层                                                       | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台长辛店祠堂口门市部                         | 代售点地址：北京市丰台区长辛店祠堂口甲26号                                                   | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京铁路国际旅行社角门代售处                                 | 代售点地址：丰台区角门南里南华小区14号院北门                                                 | 营业时间：0800 -2000  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京金泰博润贸易有限责任公司                                 | 代售点地址：丰台区和义西里一区4号楼6号底商                                                   | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社方庄南路营业部                                 | 代售点地址：丰台区成义路兴东南大厦一层底商                                                   | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台北大街门市部                               | 代售点地址：北京市丰台区丰台镇北大街14号楼7栋底商                                            | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台和光里门市部                               | 代售点地址：北京市丰台区卢沟桥路和光里小区底商1-3                                            | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台正阳门市部                                 | 代售点地址：北京市丰台区正阳大街5号2区36号                                                   | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京京铁腾飞商贸中心燕京代售处                               | 代售点地址：北京丰台区期颐百年小区24号楼一层101号                                            | 营业时间：0700 -2200  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京华通万业咨询有限责任公司                                 | 代售点地址：北京市丰台区马家堡东路立业大厦D区                                                | 营业时间：0800 -2100  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京京站国运商业经营管理总公司天雅代售处                     | 代售点地址：北京市丰台区南园路9号                                                            | 营业时间：0800 -2200  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京中和瑞泰经贸有限责任公司                                 | 代售点地址：北京市丰台区东大街西里4号楼2-19号                                                | 营业时间：0800 -2200  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台石榴园南里门市部                           | 代售点地址：北京市丰台区光彩路石榴园南里32-5号                                               | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京阜康顺达运输咨询有限责任公司                             | 代售点地址：丰台区横七条44号院1号商业楼1层                                                   | 营业时间：0800 -2100  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京人人快捷航空旅游咨询有限公司                             | 代售点地址：北京市丰台区南苑五爱屯西街80号                                                   | 营业时间：0730 -2200  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京市康百乐厨房设备有限公司泰琪铁路售票处                   | 代售点地址：丰台区新发地168号A厅                                                             | 营业时间：0700 -2130  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京富尔金科技有限公司                                       | 代售点地址：丰台区西四环南路23号（岳各庄桥西南角）                                           | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台万柳门市部                                 | 代售点地址：北京市丰台区万柳桥南97号B区1号楼                                                 | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京出得快票务代理有限公司                                   | 代售点地址：北京市丰台区梅市口路12号院3号楼底商                                              | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台韩庄子门市部                               | 代售点地址：北京市丰台区韩庄子2里12号楼底商                                                  | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台造甲南里门市部                             | 代售点地址：北京市丰台区造甲南里11号楼丰宝宾馆前台                                           | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京京江昌建材有限公司代售处                                 | 代售点地址：北京市昌平区东小口镇半截塔村南37号。                                             | 营业时间：0730 -2200  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京中铁联合国际旅行社有限公司                               | 代售点地址：北京市丰台区北京西站东附楼A座601室                                               | 营业时间：0800 -1930  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台万芳园门市部                               | 代售点地址：北京市丰台区万芳园1区2号楼1层107号                                               | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京益家乐园科贸有限责任公司丰台分公司                       | 代售点地址：丰台区马家堡嘉园二里北门                                                         | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京远大泛友航空服务有限公司                                 | 代售点地址：北京市丰台区鸿业兴园3号楼一层1-7号                                               | 营业时间：0730 -2130  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台文体路门市部                               | 代售点地址：北京市丰台区文体路5号东侧4号楼南侧小楼一层                                       | 营业时间：0830 -1930  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社右安门营业部                                   | 代售点地址：丰台区右安门外大街东滨河路8号商都宾馆                                            | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京京站国运商业经营管理总公司南楼梓庄代售处                 | 代售点地址：朝阳区南楼梓庄1栋101号                                                           | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社丰台京铁家园门市部                             | 代售点地址：北京市丰台区京铁家园二区8号楼底商                                                | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京京站国运商业经营管理总公司丰管路代售处                   | 代售点地址：北京市丰台区丰管路8号申晨大酒店一层                                              | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社北京丰台丰南路门市部                           | 代售点地址：丰台区新发地丰南路京瑞宾馆一层底商                                               | 营业时间：0730 -2230  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京京都春城绿色产品展览展示中心                             | 代售点地址：北京市丰台区小屯路2号55号楼一层2-7号房                                           | 营业时间：0800 -2100  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京阳光雨尉科技有限公司                                     | 代售点地址：北京丰台区草桥东路欣园三区1号楼1层草桥招待所                                     | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京金大原航空咨询服务有限公司                               | 代售点地址：丰台区东铁营顺三条2号（北京凯嘉宾馆一层）                                        | 营业时间：0800 -2000  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京首铁在线电子商务有限公司新华街代售处                     | 代售点地址：丰台区新华街五里西区十号楼                                                       | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京天马之旅国际会展有限公司                                 | 代售点地址：北京市东城区安定门外大街183号京宝花园一层                                        | 营业时间：0800 -1900  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社北京华源一里营业部                             | 代售点地址：北京市丰台区太平桥西路华源一里3-4号楼                                            | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京京站国运商业经营管理总公司光彩路代售处                   | 代售点地址：北京市朝阳区霄云路霞光里12号院                                                   | 营业时间：0800 -1730  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京京站国运商业经营管理总公司时光国际代售处                 | 代售点地址：北京市丰台区阅园1区2号楼底商                                                     | 营业时间：0800 -1730  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京京站国运商业经营管理总公司通朝大街代售处                 | 代售点地址：北京市丰台区南蜂窝水口子33号                                                     | 营业时间：0800 -1730  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京婷顺利商贸有限公司                                       | 代售点地址：丰台区永外果园43号骏景园珠江骏景北区31号楼底商5号                                | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京奥声实业发展有限公司酒仙桥铁路售票处                     | 代售点地址：北京市丰台区大红门苗圃西里三门一号                                               | 营业时间：0800 -2000  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京亿都川放地产有限公司                                     | 代售点地址：北京市丰台区太平桥西路3-4号（北京辉煌宏炜酒店）前厅                              | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：中国铁道旅行社北京丰台广安门门市部                           | 代售点地址：北京市丰台区广安门内217号贵都大酒店                                              | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京京站国运商业经营管理总公司太平路代售处                   | 代售点地址：北京市丰台区太平路99号商业用房203号                                              | 营业时间：0800 -1730  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京京站国运商业经营管理总公司太平路代售处                   | 代售点地址：北京市丰台区太平路99号商业用房203号                                              | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京京站国运商业经营管理总公司太平路代售处                   | 代售点地址：北京市丰台区太平路99号商业用房203号                                              | 营业时间：0800 -2100  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京京站国运商业经营管理总公司大红门代售处                   | 代售点地址：北京市丰台区太平桥45号丹水宾馆后楼                                               | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京国电光华能源科技发展中心花乡火车票代售处                 | 代售点地址：丰台区花乡桥白盆窖亿城天筑2号楼120号                                             | 营业时间：0800 -2130  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京捷旅铁路客票代售处                                       | 代售点地址：丰台区西四环南路北大地63-16总后勤俐德招待所内                                    | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京京站国运商业经营管理总公司石榴园代售处                   | 代售点地址：北京市丰台区石榴园南里32号楼西楼一层甲1号                                        | 营业时间：0800 -1730  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：丰台区          | 代售点：北京京站国运商业经营管理总公司新发地代售处                   | 代售点地址：北京市丰台区新发地168号北京农产品中央批发市场86006号                             | 营业时间：0800 -1730  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：海淀区          | 代售点：北京中土大厦                                                 | 代售点地址：海淀区北蜂窝6号                                                                  | 营业时间：0830 -1700  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：海淀区          | 代售点：中国铁道旅行社                                               | 代售点地址：海淀区复兴路83号                                                                 | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：海淀区          | 代售点：世纪城邮政支局代售处                                         | 代售点地址：世纪城小区烟树园6号楼                                                            | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：海淀区          | 代售点：世纪城邮政支局代售处                                         | 代售点地址：世纪城小区烟树园6号楼                                                            | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：海淀区          | 代售点：中国铁道旅行社东翠路营业部                                   | 代售点地址：海淀区复兴路甲65号                                                               | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：海淀区          | 代售点：北京爱威电子技术公司                                         | 代售点地址：海淀区玉泉路16号                                                                 | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：海淀区          | 代售点：北京双金票务服务有限公司                                     | 代售点地址：北京市海淀区清河中街11号                                                         | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：海淀区          | 代售点：中国铁道旅行社                                               | 代售点地址：海淀区四道口路大钟寺8号                                                          | 营业时间：0830 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：海淀区          | 代售点：中国铁道旅行社花园北路营业部                                 | 代售点地址：海淀区花园北路35号                                                               | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：海淀区          | 代售点：中国人民解放军总装备部第一招待所                             | 代售点地址：海淀区北三环中路57-7号                                                           | 营业时间：0800 -1800  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：海淀区          | 代售点：北京荣兴通火车票代售处                                       | 代售点地址：怀柔区南华大街5号楼                                                              | 营业时间：0800 -2030  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：海淀区          | 代售点：北京中南航空服务有限公司                                     | 代售点地址：北京市海淀区知春里2号院北门                                                      | 营业时间：0800 -2000  | 窗口数量：1 
省份：北京       | 城市：北京       | 区县：海淀区          | 代售点：韩家川代售处                                                 | 代售点地址：海淀区韩家川建材农贸大市场南门                                                   | 营业时间：0800 -1730  | 窗口数量：1 
